travel_class,carry_on_items,personal_items,checked_items,passenger_type,compliance,reason,fees
First,"[{'w': 0, 'dim': [20, 38, 29]}]","[{'w': 0, 'dim': [64, 66, 47]}]","[{'w': 4, 'dim': [71, 43, 24]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 14, 'dim': [77, 40, 33]}, {'w': 0, 'dim': [54, 36, 49]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 10, 'dim': [40, 27, 24]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 0, 'dim': [39, 32, 19]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [30, 30, 18]}, {'w': 0, 'dim': [30, 21, 11]}]",[],"[{'w': 19, 'dim': [89, 44, 43]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 21, 'dim': [48, 26, 12]}, {'w': 14, 'dim': [40, 27, 26]}]","[{'w': 0, 'dim': [81, 70, 45]}, {'w': 20, 'dim': [65, 33, 50]}]","[{'w': 37, 'dim': [56, 58, 27]}, {'w': 16, 'dim': [85, 49, 48]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 0, 'dim': [34, 20, 14]}, {'w': 0, 'dim': [48, 26, 18]}]","[{'w': 8, 'dim': [73, 69, 46]}]","[{'w': 0, 'dim': [53, 67, 27]}, {'w': 0, 'dim': [84, 72, 22]}, {'w': 10, 'dim': [69, 65, 27]}, {'w': 8, 'dim': [55, 34, 35]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [31, 23, 25]}]","[{'w': 20, 'dim': [52, 35, 22]}, {'w': 54, 'dim': [61, 53, 42]}]","[{'w': 22, 'dim': [60, 69, 34]}]",child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 2, 'dim': [36, 23, 24]}, {'w': 0, 'dim': [36, 36, 18]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 15, 'dim': [21, 21, 28]}, {'w': 12, 'dim': [33, 37, 13]}]","[{'w': 0, 'dim': [63, 58, 40]}]","[{'w': 36, 'dim': [92, 77, 46]}]",child,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 0, 'dim': [90, 35, 40]}]","[{'w': 40, 'dim': [78, 38, 44]}, {'w': 3, 'dim': [64, 49, 45]}]",child,False,Item with weight 40kg or size 160cm must be shipped as cargo.,325
First,"[{'w': 0, 'dim': [48, 31, 16]}]","[{'w': 0, 'dim': [56, 35, 43]}]","[{'w': 0, 'dim': [55, 66, 48]}, {'w': 7, 'dim': [80, 68, 20]}]",adult,True,Checked luggage complies with the policy.,200
Business,[],[],[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [42, 20, 16]}, {'w': 6, 'dim': [26, 22, 19]}]",[],"[{'w': 0, 'dim': [85, 79, 27]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 2, 'dim': [40, 35, 26]}, {'w': 0, 'dim': [31, 22, 12]}]","[{'w': 0, 'dim': [79, 68, 33]}]","[{'w': 3, 'dim': [91, 31, 49]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [37, 32, 22]}, {'w': 6, 'dim': [43, 38, 12]}]",[],"[{'w': 28, 'dim': [57, 76, 39]}, {'w': 21, 'dim': [52, 32, 36]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 0, 'dim': [28, 24, 15]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [21, 28, 21]}, {'w': 0, 'dim': [30, 34, 12]}]",[],"[{'w': 9, 'dim': [59, 76, 28]}, {'w': 0, 'dim': [83, 76, 37]}, {'w': 1, 'dim': [94, 61, 33]}, {'w': 18, 'dim': [84, 72, 34]}]",adult,True,Checked luggage complies with the policy.,700
Economy,[],"[{'w': 0, 'dim': [52, 68, 35]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 19, 'dim': [34, 21, 16]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],"[{'w': 11, 'dim': [69, 76, 32]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 4, 'dim': [22, 34, 20]}]","[{'w': 28, 'dim': [81, 52, 28]}, {'w': 0, 'dim': [77, 38, 36]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 9, 'dim': [28, 38, 15]}, {'w': 11, 'dim': [37, 20, 23]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 5, 'dim': [33, 26, 20]}]","[{'w': 10, 'dim': [51, 43, 22]}]","[{'w': 0, 'dim': [68, 80, 29]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 24, 'dim': [70, 42, 47]}, {'w': 26, 'dim': [80, 63, 48]}]",[],child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 5, 'dim': [39, 33, 19]}, {'w': 0, 'dim': [32, 27, 16]}]","[{'w': 21, 'dim': [59, 70, 33]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 6, 'dim': [21, 27, 12]}, {'w': 0, 'dim': [47, 35, 24]}]",[],[],infant,False,Carry-on bag exceeds size limits.,0
Business,[],[],"[{'w': 0, 'dim': [97, 66, 47]}, {'w': 4, 'dim': [76, 41, 26]}]",child,False,Item with weight 0kg or size 210cm must be shipped as cargo.,150
Economy,"[{'w': 17, 'dim': [36, 23, 17]}]","[{'w': 0, 'dim': [68, 48, 34]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 6, 'dim': [48, 22, 13]}, {'w': 14, 'dim': [43, 33, 10]}]",[],"[{'w': 26, 'dim': [77, 79, 49]}, {'w': 3, 'dim': [71, 79, 48]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 0, 'dim': [57, 33, 23]}]","[{'w': 10, 'dim': [94, 72, 45]}, {'w': 7, 'dim': [88, 34, 47]}]",child,False,Item with weight 10kg or size 211cm must be shipped as cargo.,150
Business,"[{'w': 1, 'dim': [45, 23, 12]}]","[{'w': 15, 'dim': [86, 65, 43]}]","[{'w': 35, 'dim': [72, 64, 36]}]",child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 10, 'dim': [35, 26, 21]}, {'w': 0, 'dim': [39, 25, 22]}]","[{'w': 53, 'dim': [63, 56, 29]}, {'w': 0, 'dim': [68, 70, 46]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],[],"[{'w': 41, 'dim': [91, 66, 23]}, {'w': 0, 'dim': [98, 68, 21]}, {'w': 44, 'dim': [61, 54, 26]}]",adult,False,Item with weight 41kg or size 180cm must be shipped as cargo.,475
Business,"[{'w': 11, 'dim': [42, 27, 10]}, {'w': 3, 'dim': [27, 26, 15]}]",[],"[{'w': 20, 'dim': [78, 44, 21]}, {'w': 10, 'dim': [94, 68, 34]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 38, 'dim': [90, 45, 35]}]","[{'w': 21, 'dim': [79, 62, 47]}, {'w': 0, 'dim': [61, 76, 36]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 1, 'dim': [28, 36, 18]}]","[{'w': 0, 'dim': [76, 52, 23]}, {'w': 3, 'dim': [67, 56, 36]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 2, 'dim': [43, 37, 27]}]","[{'w': 42, 'dim': [76, 69, 23]}]",[],child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [21, 23, 15]}, {'w': 4, 'dim': [41, 34, 23]}]",[],"[{'w': 16, 'dim': [96, 76, 37]}]",adult,False,Item with weight 16kg or size 209cm must be shipped as cargo.,0
Business,"[{'w': 10, 'dim': [33, 36, 29]}]","[{'w': 0, 'dim': [74, 30, 35]}]",[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [24, 37, 18]}]","[{'w': 31, 'dim': [59, 35, 42]}, {'w': 31, 'dim': [87, 34, 49]}]","[{'w': 11, 'dim': [56, 52, 37]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [29, 21, 17]}]","[{'w': 46, 'dim': [83, 45, 47]}]","[{'w': 4, 'dim': [91, 42, 34]}, {'w': 31, 'dim': [81, 31, 50]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 0, 'dim': [61, 45, 49]}, {'w': 0, 'dim': [56, 65, 35]}]","[{'w': 0, 'dim': [91, 36, 23]}, {'w': 20, 'dim': [81, 61, 32]}]",infant,True,Checked luggage complies with the policy.,325
First,"[{'w': 0, 'dim': [42, 35, 12]}, {'w': 15, 'dim': [43, 34, 20]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [30, 36, 12]}, {'w': 18, 'dim': [44, 24, 14]}]","[{'w': 0, 'dim': [64, 33, 38]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 27, 'dim': [66, 48, 45]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 13, 'dim': [89, 41, 33]}]","[{'w': 8, 'dim': [59, 43, 48]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,[],[],"[{'w': 34, 'dim': [100, 63, 38]}]",adult,False,Item with weight 34kg or size 201cm must be shipped as cargo.,175
First,[],"[{'w': 0, 'dim': [60, 36, 33]}]",[],child,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [20, 39, 29]}, {'w': 19, 'dim': [43, 38, 29]}]",[],"[{'w': 0, 'dim': [56, 78, 22]}, {'w': 0, 'dim': [98, 50, 20]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 17, 'dim': [27, 29, 11]}, {'w': 0, 'dim': [30, 33, 10]}]","[{'w': 26, 'dim': [56, 44, 32]}]",[],child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [45, 34, 13]}]","[{'w': 22, 'dim': [58, 35, 43]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [39, 37, 13]}]","[{'w': 4, 'dim': [54, 38, 32]}]",[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 8, 'dim': [21, 24, 15]}]","[{'w': 20, 'dim': [67, 52, 43]}, {'w': 0, 'dim': [63, 54, 21]}]","[{'w': 10, 'dim': [84, 32, 34]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [38, 38, 29]}]","[{'w': 0, 'dim': [86, 69, 40]}, {'w': 0, 'dim': [82, 52, 33]}]","[{'w': 21, 'dim': [54, 38, 39]}, {'w': 13, 'dim': [59, 76, 25]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 6, 'dim': [71, 33, 26]}, {'w': 57, 'dim': [57, 36, 47]}]","[{'w': 38, 'dim': [71, 54, 29]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [33, 38, 14]}]","[{'w': 20, 'dim': [84, 30, 30]}, {'w': 8, 'dim': [62, 49, 47]}]","[{'w': 29, 'dim': [66, 56, 25]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],"[{'w': 0, 'dim': [90, 70, 25]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 2, 'dim': [42, 25, 14]}]",[],"[{'w': 27, 'dim': [68, 33, 23]}, {'w': 10, 'dim': [86, 68, 32]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 7, 'dim': [43, 33, 19]}]",[],"[{'w': 30, 'dim': [54, 68, 38]}, {'w': 43, 'dim': [87, 41, 27]}, {'w': 0, 'dim': [61, 49, 37]}]",child,False,Item with weight 43kg or size 155cm must be shipped as cargo.,550
Business,"[{'w': 0, 'dim': [36, 38, 17]}]","[{'w': 7, 'dim': [56, 48, 24]}, {'w': 0, 'dim': [68, 45, 24]}]","[{'w': 8, 'dim': [81, 43, 38]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 0, 'dim': [42, 29, 29]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 14, 'dim': [32, 35, 13]}, {'w': 0, 'dim': [29, 30, 20]}]","[{'w': 3, 'dim': [79, 40, 39]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 18, 'dim': [31, 23, 19]}, {'w': 7, 'dim': [37, 35, 19]}]","[{'w': 0, 'dim': [59, 63, 24]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 4, 'dim': [29, 34, 17]}]",[],"[{'w': 0, 'dim': [96, 57, 33]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 4, 'dim': [29, 38, 24]}, {'w': 2, 'dim': [42, 34, 18]}]",[],"[{'w': 31, 'dim': [87, 38, 20]}]",child,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [20, 35, 25]}, {'w': 6, 'dim': [33, 35, 25]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 0, 'dim': [57, 46, 32]}, {'w': 0, 'dim': [61, 61, 20]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 6, 'dim': [38, 22, 22]}, {'w': 7, 'dim': [36, 24, 17]}]",[],[],infant,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 53, 'dim': [78, 46, 43]}, {'w': 0, 'dim': [54, 65, 22]}]",[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 1, 'dim': [25, 25, 30]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 0, 'dim': [33, 30, 19]}, {'w': 5, 'dim': [42, 27, 26]}]","[{'w': 53, 'dim': [78, 45, 46]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 8, 'dim': [41, 32, 18]}, {'w': 0, 'dim': [47, 38, 13]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 26, 'dim': [23, 21, 29]}, {'w': 15, 'dim': [41, 26, 21]}]",[],"[{'w': 0, 'dim': [96, 72, 38]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 4, 'dim': [50, 37, 12]}]","[{'w': 0, 'dim': [69, 39, 28]}, {'w': 0, 'dim': [81, 56, 49]}]","[{'w': 28, 'dim': [65, 49, 45]}, {'w': 19, 'dim': [65, 33, 30]}]",infant,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 5, 'dim': [26, 34, 22]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [41, 27, 25]}, {'w': 10, 'dim': [28, 36, 30]}]","[{'w': 6, 'dim': [89, 46, 37]}]",[],child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 11, 'dim': [45, 26, 25]}]","[{'w': 0, 'dim': [82, 68, 33]}]","[{'w': 0, 'dim': [84, 52, 24]}]",adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 0, 'dim': [48, 28, 21]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 13, 'dim': [31, 31, 30]}]","[{'w': 0, 'dim': [73, 47, 28]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 6, 'dim': [29, 31, 30]}]",[],"[{'w': 20, 'dim': [73, 70, 28]}]",adult,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 8, 'dim': [65, 67, 40]}]","[{'w': 9, 'dim': [53, 37, 20]}, {'w': 2, 'dim': [67, 47, 45]}, {'w': 0, 'dim': [86, 47, 24]}, {'w': 0, 'dim': [67, 80, 32]}]",adult,True,Checked luggage complies with the policy.,350
First,[],"[{'w': 4, 'dim': [62, 45, 21]}, {'w': 0, 'dim': [90, 67, 28]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [45, 31, 10]}, {'w': 5, 'dim': [32, 40, 12]}]",[],"[{'w': 29, 'dim': [70, 44, 28]}, {'w': 9, 'dim': [74, 56, 41]}]",adult,True,Checked luggage complies with the policy.,100
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [26, 34, 12]}]","[{'w': 0, 'dim': [55, 51, 45]}, {'w': 13, 'dim': [57, 46, 29]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],[],"[{'w': 35, 'dim': [81, 40, 39]}, {'w': 0, 'dim': [60, 74, 34]}]",adult,False,Item with weight 35kg or size 160cm must be shipped as cargo.,175
Economy,[],"[{'w': 0, 'dim': [80, 34, 46]}, {'w': 0, 'dim': [81, 64, 33]}]",[],infant,True,Checked luggage complies with the policy.,0
Business,[],[],"[{'w': 20, 'dim': [83, 57, 46]}, {'w': 0, 'dim': [89, 48, 35]}, {'w': 22, 'dim': [87, 43, 21]}, {'w': 0, 'dim': [51, 71, 46]}]",adult,True,Checked luggage complies with the policy.,600
Economy,"[{'w': 7, 'dim': [45, 35, 14]}]","[{'w': 0, 'dim': [80, 51, 24]}, {'w': 0, 'dim': [82, 64, 26]}]","[{'w': 0, 'dim': [87, 79, 38]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 2, 'dim': [36, 32, 12]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [47, 25, 15]}]",[],"[{'w': 24, 'dim': [96, 57, 40]}, {'w': 32, 'dim': [90, 35, 22]}]",adult,True,Checked luggage complies with the policy.,100
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],[],"[{'w': 0, 'dim': [88, 50, 48]}, {'w': 35, 'dim': [88, 65, 41]}, {'w': 18, 'dim': [57, 44, 43]}, {'w': 0, 'dim': [67, 42, 30]}]",child,False,Item with weight 35kg or size 194cm must be shipped as cargo.,725
First,"[{'w': 6, 'dim': [25, 32, 28]}, {'w': 0, 'dim': [37, 35, 12]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 0, 'dim': [54, 40, 33]}]","[{'w': 0, 'dim': [60, 41, 49]}]",child,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [36, 40, 18]}]","[{'w': 41, 'dim': [68, 32, 35]}]","[{'w': 0, 'dim': [57, 35, 50]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 5, 'dim': [36, 23, 25]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 22, 'dim': [28, 28, 20]}]","[{'w': 0, 'dim': [75, 62, 32]}]","[{'w': 0, 'dim': [64, 48, 25]}]",child,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 0, 'dim': [57, 70, 43]}]",[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [44, 32, 20]}, {'w': 4, 'dim': [48, 28, 20]}]","[{'w': 0, 'dim': [69, 60, 34]}]",[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [23, 31, 22]}, {'w': 0, 'dim': [27, 31, 26]}]","[{'w': 0, 'dim': [63, 55, 45]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 2, 'dim': [20, 23, 15]}]","[{'w': 0, 'dim': [85, 67, 44]}]",[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [39, 27, 14]}, {'w': 0, 'dim': [43, 39, 20]}]","[{'w': 3, 'dim': [52, 41, 42]}]","[{'w': 0, 'dim': [64, 40, 38]}]",adult,True,Checked luggage complies with the policy.,0
Economy,[],[],"[{'w': 0, 'dim': [79, 64, 50]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 5, 'dim': [33, 40, 23]}]","[{'w': 31, 'dim': [53, 65, 46]}, {'w': 0, 'dim': [73, 62, 38]}]",[],child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 19, 'dim': [36, 35, 12]}, {'w': 8, 'dim': [25, 27, 24]}]",[],"[{'w': 15, 'dim': [81, 77, 22]}]",child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 14, 'dim': [40, 22, 23]}, {'w': 0, 'dim': [21, 20, 24]}]",[],[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [38, 28, 23]}, {'w': 0, 'dim': [42, 40, 12]}]",[],"[{'w': 36, 'dim': [64, 73, 34]}, {'w': 28, 'dim': [100, 70, 35]}]",adult,False,Item with weight 36kg or size 171cm must be shipped as cargo.,175
First,"[{'w': 4, 'dim': [24, 33, 17]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 0, 'dim': [72, 30, 37]}]",[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 11, 'dim': [20, 27, 27]}, {'w': 22, 'dim': [33, 40, 11]}]","[{'w': 0, 'dim': [62, 32, 26]}, {'w': 24, 'dim': [83, 62, 33]}]","[{'w': 38, 'dim': [60, 49, 32]}, {'w': 52, 'dim': [82, 52, 29]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 2, 'dim': [23, 31, 21]}, {'w': 0, 'dim': [36, 40, 28]}]","[{'w': 2, 'dim': [61, 30, 30]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],"[{'w': 0, 'dim': [58, 70, 38]}, {'w': 24, 'dim': [67, 60, 23]}, {'w': 0, 'dim': [93, 32, 41]}, {'w': 10, 'dim': [77, 66, 33]}]",adult,True,Checked luggage complies with the policy.,600
First,[],[],[],infant,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 28, 'dim': [84, 43, 46]}, {'w': 8, 'dim': [79, 46, 20]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 20, 'dim': [63, 69, 26]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 16, 'dim': [43, 38, 27]}, {'w': 0, 'dim': [33, 32, 16]}]","[{'w': 6, 'dim': [87, 37, 31]}, {'w': 2, 'dim': [75, 45, 50]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],[],infant,True,Checked luggage complies with the policy.,0
Business,"[{'w': 2, 'dim': [46, 36, 14]}]","[{'w': 27, 'dim': [50, 62, 47]}]","[{'w': 13, 'dim': [99, 78, 50]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [29, 38, 15]}]","[{'w': 0, 'dim': [64, 55, 40]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [27, 22, 29]}]","[{'w': 0, 'dim': [74, 60, 41]}]",[],adult,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 0, 'dim': [87, 41, 43]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [44, 30, 16]}, {'w': 7, 'dim': [37, 26, 27]}]","[{'w': 19, 'dim': [75, 30, 31]}]","[{'w': 34, 'dim': [50, 78, 35]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],"[{'w': 30, 'dim': [53, 65, 45]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 5, 'dim': [40, 30, 20]}, {'w': 8, 'dim': [45, 25, 20]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 7, 'dim': [88, 54, 45]}, {'w': 0, 'dim': [52, 37, 22]}]","[{'w': 21, 'dim': [84, 50, 40]}, {'w': 13, 'dim': [57, 40, 40]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 14, 'dim': [32, 30, 15]}, {'w': 0, 'dim': [26, 23, 12]}]","[{'w': 0, 'dim': [57, 57, 30]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],"[{'w': 18, 'dim': [75, 61, 22]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 18, 'dim': [45, 23, 28]}]","[{'w': 8, 'dim': [89, 65, 39]}]","[{'w': 53, 'dim': [56, 79, 25]}, {'w': 0, 'dim': [70, 45, 43]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 0, 'dim': [73, 43, 36]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 5, 'dim': [30, 37, 28]}, {'w': 0, 'dim': [45, 21, 15]}]","[{'w': 36, 'dim': [57, 62, 42]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 16, 'dim': [25, 23, 23]}, {'w': 0, 'dim': [25, 35, 11]}]","[{'w': 12, 'dim': [58, 35, 41]}]","[{'w': 14, 'dim': [93, 54, 34]}, {'w': 3, 'dim': [79, 78, 34]}, {'w': 27, 'dim': [78, 53, 28]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [22, 37, 27]}, {'w': 16, 'dim': [29, 29, 16]}]","[{'w': 39, 'dim': [76, 56, 26]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 13, 'dim': [21, 32, 28]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [42, 36, 25]}, {'w': 13, 'dim': [23, 31, 21]}]","[{'w': 17, 'dim': [83, 53, 41]}, {'w': 25, 'dim': [70, 44, 29]}]","[{'w': 0, 'dim': [77, 66, 42]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],"[{'w': 3, 'dim': [53, 65, 22]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 9, 'dim': [27, 39, 14]}, {'w': 0, 'dim': [28, 21, 30]}]","[{'w': 0, 'dim': [89, 41, 37]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 0, 'dim': [57, 32, 48]}, {'w': 0, 'dim': [56, 51, 35]}]","[{'w': 35, 'dim': [69, 53, 22]}, {'w': 20, 'dim': [66, 79, 23]}]",adult,False,Item with weight 35kg or size 144cm must be shipped as cargo.,75
First,"[{'w': 0, 'dim': [45, 36, 28]}, {'w': 0, 'dim': [47, 24, 22]}]","[{'w': 0, 'dim': [69, 33, 47]}]",[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 8, 'dim': [42, 28, 17]}]","[{'w': 0, 'dim': [60, 33, 40]}, {'w': 0, 'dim': [64, 34, 41]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 0, 'dim': [60, 32, 45]}]",[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 9, 'dim': [45, 20, 29]}, {'w': 0, 'dim': [38, 37, 12]}]","[{'w': 0, 'dim': [75, 40, 43]}, {'w': 9, 'dim': [53, 67, 36]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],"[{'w': 0, 'dim': [81, 56, 40]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 0, 'dim': [73, 65, 37]}]","[{'w': 2, 'dim': [97, 59, 47]}]",adult,True,Checked luggage complies with the policy.,100
