travel_class,carry_on_items,personal_items,checked_items,passenger_type,compliance,reason,fees
First,"[{'w': 2, 'dim': [27, 40, 12]}]",[],"[{'w': 19, 'dim': [55, 36, 50]}, {'w': 26, 'dim': [91, 66, 20]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 0, 'dim': [27, 29, 27]}, {'w': 15, 'dim': [40, 29, 30]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [40, 22, 24]}]",[],"[{'w': 8, 'dim': [55, 51, 35]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [31, 21, 30]}, {'w': 0, 'dim': [23, 35, 21]}]","[{'w': 0, 'dim': [66, 32, 36]}, {'w': 55, 'dim': [80, 42, 40]}]","[{'w': 6, 'dim': [79, 50, 37]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],"[{'w': 3, 'dim': [76, 62, 30]}, {'w': 28, 'dim': [79, 46, 24]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 1, 'dim': [31, 39, 26]}]","[{'w': 11, 'dim': [84, 31, 22]}]","[{'w': 0, 'dim': [81, 70, 49]}]",child,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 7, 'dim': [37, 29, 20]}]",[],"[{'w': 36, 'dim': [99, 79, 33]}]",child,False,Item with weight 36kg or size 211cm must be shipped as cargo.,75
Economy,"[{'w': 0, 'dim': [44, 31, 30]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [22, 22, 30]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 1, 'dim': [38, 38, 22]}]","[{'w': 0, 'dim': [54, 68, 43]}, {'w': 0, 'dim': [50, 36, 31]}]","[{'w': 9, 'dim': [100, 79, 43]}]",adult,False,Item with weight 9kg or size 222cm must be shipped as cargo.,0
Economy,"[{'w': 21, 'dim': [25, 27, 17]}]",[],"[{'w': 35, 'dim': [65, 76, 21]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 2, 'dim': [27, 25, 27]}]",[],"[{'w': 0, 'dim': [84, 51, 26]}, {'w': 26, 'dim': [73, 76, 31]}, {'w': 25, 'dim': [58, 62, 37]}]",adult,False,Carry-on bag exceeds size limits.,0
Economy,[],[],"[{'w': 18, 'dim': [71, 67, 31]}]",child,True,Checked luggage complies with the policy.,100
Business,[],[],[],child,True,Checked luggage complies with the policy.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 62, 'dim': [88, 41, 43]}]",[],infant,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [21, 38, 22]}, {'w': 3, 'dim': [24, 35, 20]}]","[{'w': 44, 'dim': [89, 49, 20]}]",[],child,False,Exceeded carry-on weight limit.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 12, 'dim': [63, 47, 39]}, {'w': 0, 'dim': [58, 37, 43]}]","[{'w': 0, 'dim': [92, 64, 39]}, {'w': 56, 'dim': [54, 50, 30]}]",child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [23, 40, 16]}, {'w': 7, 'dim': [26, 40, 10]}]","[{'w': 0, 'dim': [65, 47, 43]}, {'w': 0, 'dim': [82, 46, 23]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 5, 'dim': [25, 20, 21]}]",[],"[{'w': 0, 'dim': [90, 34, 41]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 0, 'dim': [47, 24, 28]}]","[{'w': 28, 'dim': [59, 46, 50]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 17, 'dim': [86, 76, 26]}]",child,True,Checked luggage complies with the policy.,100
First,"[{'w': 8, 'dim': [39, 27, 12]}]",[],"[{'w': 29, 'dim': [86, 55, 26]}, {'w': 0, 'dim': [86, 38, 39]}]",adult,True,Checked luggage complies with the policy.,200
First,"[{'w': 3, 'dim': [30, 26, 14]}]",[],"[{'w': 19, 'dim': [55, 62, 49]}, {'w': 19, 'dim': [67, 55, 47]}]",adult,True,Checked luggage complies with the policy.,200
First,"[{'w': 4, 'dim': [50, 34, 22]}, {'w': 22, 'dim': [42, 26, 29]}]",[],[],child,False,Exceeded carry-on weight limit.,0
First,[],[],"[{'w': 40, 'dim': [91, 79, 50]}]",adult,False,Item with weight 40kg or size 220cm must be shipped as cargo.,75
Economy,[],"[{'w': 1, 'dim': [54, 37, 43]}, {'w': 27, 'dim': [60, 42, 37]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 4, 'dim': [48, 22, 28]}]",[],"[{'w': 14, 'dim': [57, 79, 29]}]",adult,False,Carry-on bag exceeds size limits.,0
Economy,[],[],"[{'w': 23, 'dim': [65, 40, 44]}, {'w': 28, 'dim': [84, 48, 44]}, {'w': 58, 'dim': [63, 44, 48]}]",adult,False,Item with weight 58kg or size 155cm must be shipped as cargo.,550
Economy,"[{'w': 19, 'dim': [26, 22, 23]}]",[],"[{'w': 20, 'dim': [100, 40, 29]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [22, 24, 12]}, {'w': 5, 'dim': [49, 28, 16]}]",[],"[{'w': 18, 'dim': [85, 49, 30]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 0, 'dim': [44, 36, 11]}]","[{'w': 0, 'dim': [88, 40, 23]}]",[],infant,True,Checked luggage complies with the policy.,0
First,[],[],"[{'w': 34, 'dim': [59, 65, 28]}]",infant,False,Item with weight 34kg or size 152cm must be shipped as cargo.,75
Business,[],"[{'w': 0, 'dim': [85, 57, 32]}]","[{'w': 0, 'dim': [51, 50, 21]}]",adult,True,Checked luggage complies with the policy.,0
First,[],[],"[{'w': 19, 'dim': [98, 45, 23]}, {'w': 5, 'dim': [72, 51, 49]}]",adult,True,Checked luggage complies with the policy.,200
Business,"[{'w': 2, 'dim': [30, 22, 25]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 0, 'dim': [53, 58, 46]}, {'w': 30, 'dim': [80, 31, 20]}]","[{'w': 25, 'dim': [100, 57, 40]}, {'w': 3, 'dim': [84, 37, 42]}, {'w': 28, 'dim': [92, 44, 39]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 29, 'dim': [66, 33, 48]}, {'w': 0, 'dim': [63, 62, 31]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 0, 'dim': [81, 57, 41]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,[],[],"[{'w': 21, 'dim': [60, 76, 20]}]",adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [27, 25, 22]}]","[{'w': 0, 'dim': [66, 61, 48]}, {'w': 0, 'dim': [73, 62, 28]}]",[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [23, 39, 16]}]","[{'w': 0, 'dim': [88, 48, 40]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [23, 21, 30]}, {'w': 16, 'dim': [22, 32, 28]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 13, 'dim': [33, 30, 29]}, {'w': 7, 'dim': [22, 26, 10]}]",[],"[{'w': 24, 'dim': [89, 76, 36]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],"[{'w': 9, 'dim': [90, 64, 42]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 18, 'dim': [49, 20, 23]}]","[{'w': 4, 'dim': [72, 67, 37]}]","[{'w': 51, 'dim': [55, 69, 34]}]",infant,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [48, 25, 12]}, {'w': 17, 'dim': [24, 21, 29]}]",[],"[{'w': 6, 'dim': [84, 68, 39]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 4, 'dim': [40, 26, 27]}]","[{'w': 0, 'dim': [56, 40, 32]}, {'w': 8, 'dim': [67, 50, 27]}]","[{'w': 0, 'dim': [59, 68, 46]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 0, 'dim': [68, 70, 36]}]","[{'w': 0, 'dim': [80, 33, 28]}]",adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 0, 'dim': [66, 49, 36]}]","[{'w': 51, 'dim': [99, 44, 41]}]",adult,False,Item with weight 51kg or size 184cm must be shipped as cargo.,175
Economy,[],"[{'w': 14, 'dim': [56, 36, 23]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [36, 28, 24]}, {'w': 0, 'dim': [35, 35, 27]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 23, 'dim': [37, 37, 24]}, {'w': 0, 'dim': [33, 20, 24]}]","[{'w': 0, 'dim': [79, 45, 23]}]","[{'w': 41, 'dim': [88, 34, 50]}, {'w': 25, 'dim': [64, 49, 41]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 2, 'dim': [47, 37, 13]}]",[],"[{'w': 0, 'dim': [98, 76, 20]}, {'w': 8, 'dim': [80, 68, 32]}, {'w': 1, 'dim': [85, 38, 34]}]",adult,True,Checked luggage complies with the policy.,500
Business,"[{'w': 0, 'dim': [29, 34, 14]}, {'w': 6, 'dim': [28, 23, 10]}]","[{'w': 0, 'dim': [76, 32, 25]}, {'w': 63, 'dim': [85, 43, 37]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 17, 'dim': [24, 34, 13]}, {'w': 3, 'dim': [45, 34, 20]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [23, 27, 23]}]","[{'w': 0, 'dim': [63, 51, 29]}, {'w': 11, 'dim': [86, 47, 23]}]","[{'w': 25, 'dim': [83, 69, 31]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [43, 31, 15]}, {'w': 0, 'dim': [20, 23, 12]}]","[{'w': 0, 'dim': [70, 63, 47]}, {'w': 65, 'dim': [56, 48, 21]}]","[{'w': 12, 'dim': [65, 64, 29]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 12, 'dim': [48, 34, 17]}]","[{'w': 0, 'dim': [66, 55, 20]}]","[{'w': 17, 'dim': [50, 53, 36]}]",adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 5, 'dim': [39, 25, 30]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 3, 'dim': [24, 25, 26]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,[],[],[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 1, 'dim': [48, 37, 12]}]","[{'w': 90, 'dim': [66, 63, 43]}]","[{'w': 36, 'dim': [78, 40, 35]}, {'w': 3, 'dim': [73, 68, 32]}, {'w': 10, 'dim': [98, 80, 41]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 18, 'dim': [41, 27, 29]}, {'w': 11, 'dim': [30, 40, 16]}]","[{'w': 0, 'dim': [80, 57, 40]}]","[{'w': 24, 'dim': [74, 66, 38]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 12, 'dim': [39, 31, 10]}, {'w': 0, 'dim': [33, 25, 18]}]",[],[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 6, 'dim': [47, 32, 10]}]",[],"[{'w': 1, 'dim': [66, 31, 23]}, {'w': 1, 'dim': [63, 40, 21]}]",adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [42, 23, 16]}]","[{'w': 0, 'dim': [89, 64, 45]}]","[{'w': 0, 'dim': [62, 40, 41]}]",adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 25, 'dim': [71, 57, 27]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [23, 21, 21]}]","[{'w': 0, 'dim': [89, 55, 21]}, {'w': 15, 'dim': [88, 41, 24]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 12, 'dim': [46, 23, 27]}]","[{'w': 15, 'dim': [75, 44, 23]}, {'w': 0, 'dim': [89, 42, 21]}]","[{'w': 23, 'dim': [96, 64, 36]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 7, 'dim': [39, 35, 21]}]","[{'w': 0, 'dim': [89, 62, 40]}]",[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 21, 'dim': [43, 38, 25]}]",[],[],child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [40, 39, 24]}]","[{'w': 24, 'dim': [63, 43, 37]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 4, 'dim': [22, 29, 28]}, {'w': 0, 'dim': [39, 30, 14]}]","[{'w': 0, 'dim': [54, 59, 47]}, {'w': 9, 'dim': [52, 40, 26]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],[],"[{'w': 0, 'dim': [57, 60, 50]}]",child,True,Checked luggage complies with the policy.,100
First,"[{'w': 1, 'dim': [41, 31, 10]}, {'w': 5, 'dim': [35, 38, 16]}]","[{'w': 16, 'dim': [65, 58, 50]}, {'w': 0, 'dim': [64, 68, 42]}]","[{'w': 6, 'dim': [53, 45, 33]}, {'w': 5, 'dim': [97, 73, 44]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],"[{'w': 0, 'dim': [76, 70, 24]}, {'w': 0, 'dim': [51, 36, 45]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 11, 'dim': [20, 36, 25]}]",[],"[{'w': 50, 'dim': [88, 50, 21]}]",adult,False,Carry-on bag exceeds size limits.,0
Economy,[],"[{'w': 7, 'dim': [63, 70, 40]}]","[{'w': 1, 'dim': [55, 44, 50]}]",child,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 0, 'dim': [65, 65, 39]}]","[{'w': 25, 'dim': [59, 45, 28]}, {'w': 46, 'dim': [51, 66, 26]}]",adult,False,Item with weight 46kg or size 143cm must be shipped as cargo.,75
Business,"[{'w': 4, 'dim': [22, 31, 28]}]",[],"[{'w': 0, 'dim': [81, 34, 41]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 4, 'dim': [46, 20, 26]}]",[],"[{'w': 54, 'dim': [81, 74, 31]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 10, 'dim': [39, 28, 22]}]","[{'w': 40, 'dim': [65, 55, 47]}, {'w': 10, 'dim': [55, 63, 36]}]","[{'w': 1, 'dim': [77, 51, 43]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 7, 'dim': [31, 32, 10]}]","[{'w': 0, 'dim': [54, 61, 22]}]","[{'w': 16, 'dim': [66, 53, 49]}]",child,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 7, 'dim': [24, 23, 26]}, {'w': 6, 'dim': [27, 23, 14]}]","[{'w': 36, 'dim': [88, 69, 38]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 0, 'dim': [34, 35, 18]}]",[],"[{'w': 28, 'dim': [50, 51, 36]}]",adult,True,Checked luggage complies with the policy.,75
First,"[{'w': 0, 'dim': [47, 36, 30]}, {'w': 0, 'dim': [50, 20, 14]}]","[{'w': 30, 'dim': [72, 65, 23]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [20, 31, 11]}, {'w': 14, 'dim': [36, 28, 24]}]","[{'w': 69, 'dim': [72, 67, 26]}, {'w': 0, 'dim': [82, 60, 31]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [30, 25, 30]}]","[{'w': 31, 'dim': [71, 47, 22]}]","[{'w': 0, 'dim': [96, 36, 47]}, {'w': 34, 'dim': [97, 68, 36]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 0, 'dim': [67, 62, 30]}, {'w': 71, 'dim': [62, 45, 50]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 2, 'dim': [22, 23, 11]}, {'w': 0, 'dim': [20, 31, 11]}]","[{'w': 16, 'dim': [61, 53, 33]}]","[{'w': 3, 'dim': [66, 60, 28]}, {'w': 52, 'dim': [64, 78, 39]}, {'w': 0, 'dim': [90, 59, 25]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 12, 'dim': [28, 25, 19]}]",[],"[{'w': 0, 'dim': [53, 52, 48]}, {'w': 7, 'dim': [98, 38, 41]}]",child,True,Checked luggage complies with the policy.,250
First,"[{'w': 18, 'dim': [24, 28, 14]}]",[],"[{'w': 39, 'dim': [64, 40, 25]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 15, 'dim': [32, 25, 26]}, {'w': 6, 'dim': [35, 25, 22]}]","[{'w': 0, 'dim': [67, 46, 45]}, {'w': 11, 'dim': [63, 70, 33]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 5, 'dim': [37, 38, 21]}, {'w': 0, 'dim': [25, 38, 13]}]","[{'w': 0, 'dim': [64, 61, 49]}, {'w': 5, 'dim': [52, 60, 23]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 2, 'dim': [26, 36, 25]}, {'w': 0, 'dim': [26, 26, 23]}]",[],"[{'w': 0, 'dim': [56, 58, 20]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 22, 'dim': [90, 46, 23]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 15, 'dim': [20, 27, 19]}]","[{'w': 0, 'dim': [68, 38, 47]}, {'w': 0, 'dim': [51, 55, 38]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 2, 'dim': [40, 33, 12]}]","[{'w': 0, 'dim': [78, 55, 49]}]",[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 10, 'dim': [20, 21, 24]}]","[{'w': 0, 'dim': [77, 66, 40]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 18, 'dim': [20, 36, 25]}]",[],"[{'w': 22, 'dim': [63, 73, 21]}]",child,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 0, 'dim': [72, 62, 27]}, {'w': 0, 'dim': [68, 63, 20]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [46, 25, 17]}, {'w': 0, 'dim': [37, 27, 18]}]","[{'w': 17, 'dim': [59, 43, 24]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 11, 'dim': [34, 31, 14]}, {'w': 13, 'dim': [22, 22, 24]}]","[{'w': 30, 'dim': [59, 69, 48]}]","[{'w': 30, 'dim': [86, 71, 46]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [45, 33, 27]}, {'w': 0, 'dim': [21, 20, 27]}]",[],"[{'w': 9, 'dim': [55, 49, 31]}]",child,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [26, 21, 10]}]","[{'w': 0, 'dim': [67, 55, 31]}, {'w': 0, 'dim': [54, 56, 20]}]","[{'w': 0, 'dim': [58, 50, 24]}, {'w': 23, 'dim': [97, 30, 27]}, {'w': 62, 'dim': [99, 67, 23]}]",adult,False,Item with weight 62kg or size 189cm must be shipped as cargo.,175
Economy,[],"[{'w': 0, 'dim': [73, 50, 28]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 5, 'dim': [76, 65, 50]}]","[{'w': 30, 'dim': [84, 55, 21]}, {'w': 11, 'dim': [57, 78, 26]}]",child,True,Checked luggage complies with the policy.,425
Economy,"[{'w': 1, 'dim': [49, 29, 15]}, {'w': 17, 'dim': [39, 25, 24]}]",[],"[{'w': 0, 'dim': [80, 63, 47]}]",child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 1, 'dim': [21, 21, 27]}, {'w': 1, 'dim': [29, 32, 24]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 2, 'dim': [35, 36, 12]}, {'w': 4, 'dim': [28, 34, 27]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 0, 'dim': [27, 28, 24]}, {'w': 22, 'dim': [50, 29, 28]}]","[{'w': 15, 'dim': [89, 51, 35]}, {'w': 47, 'dim': [59, 59, 21]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 18, 'dim': [32, 30, 15]}]",[],"[{'w': 56, 'dim': [58, 45, 30]}, {'w': 0, 'dim': [75, 78, 26]}]",child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [20, 30, 15]}]","[{'w': 0, 'dim': [79, 30, 39]}, {'w': 25, 'dim': [85, 59, 43]}]","[{'w': 18, 'dim': [54, 37, 20]}, {'w': 28, 'dim': [65, 60, 46]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 3, 'dim': [33, 25, 26]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 27, 'dim': [34, 38, 18]}]",[],"[{'w': 0, 'dim': [58, 65, 23]}, {'w': 20, 'dim': [89, 58, 34]}, {'w': 7, 'dim': [61, 74, 41]}]",child,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [38, 27, 13]}, {'w': 5, 'dim': [39, 32, 24]}]","[{'w': 0, 'dim': [61, 52, 29]}, {'w': 9, 'dim': [90, 32, 22]}]","[{'w': 28, 'dim': [72, 44, 41]}, {'w': 12, 'dim': [75, 52, 31]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [47, 25, 16]}]",[],"[{'w': 5, 'dim': [74, 47, 29]}]",adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 18, 'dim': [50, 34, 23]}, {'w': 20, 'dim': [36, 24, 16]}]","[{'w': 5, 'dim': [84, 60, 36]}, {'w': 0, 'dim': [63, 56, 46]}]","[{'w': 19, 'dim': [99, 49, 44]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [47, 33, 21]}, {'w': 1, 'dim': [23, 40, 11]}]",[],[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 3, 'dim': [23, 39, 24]}]",[],"[{'w': 0, 'dim': [77, 58, 37]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 6, 'dim': [36, 27, 21]}, {'w': 0, 'dim': [46, 24, 20]}]",[],"[{'w': 4, 'dim': [76, 31, 36]}]",adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 6, 'dim': [30, 35, 17]}]",[],"[{'w': 19, 'dim': [58, 62, 39]}, {'w': 11, 'dim': [63, 69, 46]}]",adult,True,Checked luggage complies with the policy.,200
Economy,"[{'w': 3, 'dim': [30, 22, 19]}, {'w': 6, 'dim': [21, 24, 19]}]","[{'w': 0, 'dim': [83, 41, 33]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 19, 'dim': [49, 36, 18]}, {'w': 12, 'dim': [31, 40, 24]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [39, 22, 25]}]","[{'w': 0, 'dim': [89, 65, 30]}]",[],infant,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 15, 'dim': [20, 33, 14]}, {'w': 1, 'dim': [40, 26, 21]}]","[{'w': 34, 'dim': [50, 49, 41]}]","[{'w': 23, 'dim': [96, 69, 47]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 4, 'dim': [81, 38, 21]}]","[{'w': 0, 'dim': [86, 31, 28]}]",adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 4, 'dim': [48, 36, 12]}, {'w': 8, 'dim': [49, 38, 28]}]","[{'w': 0, 'dim': [52, 33, 30]}]","[{'w': 9, 'dim': [70, 71, 24]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 2, 'dim': [31, 21, 30]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],"[{'w': 23, 'dim': [62, 58, 22]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 9, 'dim': [20, 28, 25]}, {'w': 0, 'dim': [31, 28, 22]}]",[],"[{'w': 16, 'dim': [70, 40, 36]}, {'w': 15, 'dim': [61, 42, 33]}]",infant,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 11, 'dim': [37, 40, 15]}, {'w': 0, 'dim': [29, 29, 10]}]","[{'w': 12, 'dim': [85, 45, 46]}]","[{'w': 13, 'dim': [51, 42, 39]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 21, 'dim': [43, 35, 24]}, {'w': 1, 'dim': [27, 23, 15]}]",[],"[{'w': 19, 'dim': [71, 52, 47]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 0, 'dim': [57, 76, 46]}, {'w': 25, 'dim': [77, 40, 36]}]",child,True,Checked luggage complies with the policy.,325
Economy,[],"[{'w': 53, 'dim': [72, 68, 48]}, {'w': 0, 'dim': [77, 48, 40]}]",[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [30, 22, 23]}]","[{'w': 0, 'dim': [73, 66, 26]}]","[{'w': 39, 'dim': [100, 57, 25]}]",infant,False,Item with weight 39kg or size 182cm must be shipped as cargo.,175
First,[],"[{'w': 16, 'dim': [79, 59, 46]}, {'w': 8, 'dim': [67, 46, 30]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [33, 36, 14]}, {'w': 10, 'dim': [36, 29, 16]}]","[{'w': 7, 'dim': [69, 34, 34]}, {'w': 17, 'dim': [78, 61, 22]}]","[{'w': 23, 'dim': [88, 54, 38]}, {'w': 15, 'dim': [58, 50, 27]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 10, 'dim': [43, 30, 26]}]",[],"[{'w': 0, 'dim': [95, 43, 48]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 18, 'dim': [50, 34, 29]}, {'w': 8, 'dim': [36, 30, 11]}]",[],"[{'w': 0, 'dim': [65, 51, 28]}, {'w': 23, 'dim': [51, 42, 27]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],"[{'w': 17, 'dim': [57, 58, 48]}, {'w': 45, 'dim': [60, 55, 20]}]","[{'w': 7, 'dim': [85, 78, 33]}, {'w': 20, 'dim': [52, 64, 36]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [25, 24, 23]}]",[],[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 13, 'dim': [47, 32, 13]}]",[],"[{'w': 28, 'dim': [73, 32, 37]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [39, 28, 25]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 1, 'dim': [27, 23, 27]}, {'w': 10, 'dim': [38, 21, 13]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
